BQB,20180109,12.4000,12.4000,12.4000,12.4000,0
BQB,20180110,12.4000,12.4000,12.4000,12.4000,0
BQB,20180111,12.4000,12.4000,12.4000,12.4000,0
BQB,20180112,12.4000,12.4000,12.4000,12.4000,0
BQB,20180115,17.3000,17.3000,17.3000,17.3000,100
BQB,20180116,17.3000,17.3000,17.3000,17.3000,0
BQB,20180117,19.8000,19.8000,19.8000,19.8000,100
BQB,20180118,19.8000,19.8000,19.8000,19.8000,0
BQB,20180119,17.5000,17.5000,17.5000,17.5000,400
BQB,20180122,17.5000,17.5000,17.5000,17.5000,500
BQB,20180123,17.5000,17.5000,17.5000,17.5000,0
BQB,20180124,17.5000,17.5000,17.5000,17.5000,0
BQB,20180125,15.0000,15.0000,15.0000,15.0000,1000
BQB,20180126,14.0000,14.0000,14.0000,14.0000,1000
BQB,20180129,14.0000,14.0000,14.0000,14.0000,2000
BQB,20180130,14.0000,14.0000,14.0000,14.0000,0
BQB,20180131,14.0000,14.0000,14.0000,14.0000,0
BQB,20180201,14.0000,14.0000,14.0000,14.0000,0
BQB,20180202,14.0000,14.0000,14.0000,14.0000,0
BQB,20180205,14.0000,14.0000,14.0000,14.0000,0
BQB,20180206,14.0000,14.0000,14.0000,14.0000,0
BQB,20180207,14.0000,14.0000,14.0000,14.0000,0
BQB,20180208,14.0000,14.0000,14.0000,14.0000,0
BQB,20180209,14.0000,14.0000,14.0000,14.0000,0
BQB,20180212,14.0000,14.0000,14.0000,14.0000,0
BQB,20180213,14.0000,14.0000,14.0000,14.0000,0
BQB,20180221,14.0000,14.0000,14.0000,14.0000,0
BQB,20180222,14.0000,14.0000,14.0000,14.0000,0
BQB,20180223,14.0000,14.0000,14.0000,14.0000,0
BQB,20180226,14.0000,14.0000,14.0000,14.0000,0
BQB,20180227,14.0000,14.0000,14.0000,14.0000,0
BQB,20180228,14.0000,14.0000,14.0000,14.0000,0
BQB,20180301,14.0000,14.0000,14.0000,14.0000,0
BQB,20180302,14.0000,14.0000,14.0000,14.0000,0
BQB,20180305,14.0000,14.0000,14.0000,14.0000,0
BQB,20180306,14.0000,14.0000,14.0000,14.0000,0
BQB,20180307,14.0000,14.0000,14.0000,14.0000,0
BQB,20180308,14.0000,14.0000,14.0000,14.0000,0
BQB,20180309,14.0000,14.0000,14.0000,14.0000,0
BQB,20180312,14.0000,14.0000,14.0000,14.0000,0
BQB,20180313,14.0000,14.0000,14.0000,14.0000,0
BQB,20180314,14.0000,14.0000,14.0000,14.0000,0
BQB,20180315,14.0000,14.0000,14.0000,14.0000,0
BQB,20180316,14.0000,14.0000,14.0000,14.0000,0
BQB,20180319,14.0000,14.0000,14.0000,14.0000,0
BQB,20180320,14.0000,14.0000,14.0000,14.0000,0
BQB,20180321,14.0000,14.0000,14.0000,14.0000,0
BQB,20180322,14.0000,14.0000,14.0000,14.0000,0
BQB,20180323,14.0000,14.0000,14.0000,14.0000,0
BQB,20180326,14.0000,14.0000,14.0000,14.0000,0
BQB,20180327,14.0000,14.0000,14.0000,14.0000,0
BQB,20180328,14.0000,14.0000,14.0000,14.0000,0
BQB,20180329,14.0000,14.0000,14.0000,14.0000,0
BQB,20180330,14.0000,14.0000,14.0000,14.0000,0
BQB,20180402,14.0000,14.0000,14.0000,14.0000,0
BQB,20180403,14.0000,14.0000,14.0000,14.0000,0
BQB,20180404,14.0000,14.0000,14.0000,14.0000,0
BQB,20180405,14.0000,14.0000,14.0000,14.0000,0
BQB,20180406,14.0000,14.0000,14.0000,14.0000,0
BQB,20180409,14.0000,14.0000,14.0000,14.0000,0
BQB,20180410,14.0000,14.0000,14.0000,14.0000,0
BQB,20180411,8.5000,8.5000,8.5000,8.5000,5800
BQB,20180412,8.5000,8.5000,8.5000,8.5000,0
BQB,20180413,8.5000,8.5000,8.5000,8.5000,0
BQB,20180416,8.5000,8.5000,8.5000,8.5000,0
BQB,20180417,8.5000,8.5000,8.5000,8.5000,0
BQB,20180418,8.5000,8.5000,8.5000,8.5000,0
BQB,20180419,8.5000,8.5000,8.5000,8.5000,0
BQB,20180420,8.5000,8.5000,8.5000,8.5000,0
BQB,20180423,8.5000,8.5000,8.5000,8.5000,0
BQB,20180424,8.5000,8.5000,8.5000,8.5000,0
BQB,20180426,8.5000,8.5000,8.5000,8.5000,0
BQB,20180427,8.5000,8.5000,8.5000,8.5000,0
BQB,20180502,8.5000,8.5000,8.5000,8.5000,0
BQB,20180503,8.5000,8.5000,8.5000,8.5000,0
BQB,20180504,7.5000,7.5000,7.5000,7.5000,8000
BQB,20180507,7.5000,7.5000,7.5000,7.5000,0
BQB,20180508,7.5000,7.5000,7.5000,7.5000,0
BQB,20180509,7.5000,7.5000,7.5000,7.5000,3000
BQB,20180510,7.5000,7.5000,7.5000,7.5000,0
BQB,20180511,7.5000,7.5000,7.5000,7.5000,0
BQB,20180514,7.5000,7.5000,7.5000,7.5000,0
